Game,PromptType,Round,AgentName,Contribution,RoundPayoff,CumulativePayoff,CollaborationScore
26,Musketeers,3,Agent_1,5,13.25,38.62,
26,Odyssey,3,Agent_2,7,11.25,35.62,
26,Spoons,3,Agent_3,5,13.25,38.62,
26,Peacemaker,3,Agent_4,5,13.25,38.62,
26,Musketeers,4,Agent_1,5,13.62,52.25,
26,Odyssey,4,Agent_2,8,10.62,46.25,
26,Spoons,4,Agent_3,5,13.62,52.25,
26,Peacemaker,4,Agent_4,5,13.62,52.25,
26,Musketeers,5,Agent_1,5,14.00,66.25,
26,Odyssey,5,Agent_2,9,10.00,56.25,
26,Spoons,5,Agent_3,5,14.00,66.25,
26,Peacemaker,5,Agent_4,5,14.00,66.25,
26,All,final,All,,,,0.55
27,Turnip,1,Agent_1,5,12.50,12.50,
27,OldManSons,1,Agent_2,5,12.50,12.50,
27,Musketeers,1,Agent_3,5,12.50,12.50,
27,Odyssey,1,Agent_4,5,12.50,12.50,
27,Turnip,2,Agent_1,5,13.25,25.75,
27,OldManSons,2,Agent_2,5,13.25,25.75,
27,Musketeers,2,Agent_3,6,12.25,24.75,
27,Odyssey,2,Agent_4,6,12.25,24.75,
27,Turnip,3,Agent_1,5,12.88,38.62,
27,OldManSons,3,Agent_2,5,12.88,38.62,
27,Musketeers,3,Agent_3,7,10.88,35.62,
27,Odyssey,3,Agent_4,4,13.88,38.62,
27,Turnip,4,Agent_1,5,13.62,52.25,
27,OldManSons,4,Agent_2,5,13.62,52.25,
27,Musketeers,4,Agent_3,8,10.62,46.25,
27,Odyssey,4,Agent_4,5,13.62,52.25,
27,Turnip,5,Agent_1,5,14.75,67.00,
27,OldManSons,5,Agent_2,5,14.75,67.00,
27,Musketeers,5,Agent_3,9,10.75,57.00,
27,Odyssey,5,Agent_4,7,12.75,65.00,
27,All,final,All,,,,0.56
28,OldManSons,1,Agent_1,5,12.50,12.50,
28,Spoons,1,Agent_2,5,12.50,12.50,
28,Musketeers,1,Agent_3,5,12.50,12.50,
28,Soup,1,Agent_4,5,12.50,12.50,
28,OldManSons,2,Agent_1,5,13.25,25.75,
28,Spoons,2,Agent_2,5,13.25,25.75,
28,Musketeers,2,Agent_3,6,12.25,24.75,
28,Soup,2,Agent_4,6,12.25,24.75,
28,OldManSons,3,Agent_1,5,14.38,40.12,
28,Spoons,3,Agent_2,6,13.38,39.12,
28,Musketeers,3,Agent_3,7,12.38,37.12,
28,Soup,3,Agent_4,7,12.38,37.12,
28,OldManSons,4,Agent_1,5,15.12,55.25,
28,Spoons,4,Agent_2,6,14.12,53.25,
28,Musketeers,4,Agent_3,8,12.12,49.25,
28,Soup,4,Agent_4,8,12.12,49.25,
28,OldManSons,5,Agent_1,5,15.12,70.38,
28,Spoons,5,Agent_2,7,13.12,66.38,
28,Musketeers,5,Agent_3,6,14.12,63.38,
28,Soup,5,Agent_4,9,11.12,60.38,
28,All,final,All,,,,0.60
29,Turnip,1,Agent_1,3,13.75,13.75,
29,Soup,1,Agent_2,5,11.75,11.75,
29,Spoons,1,Agent_3,5,11.75,11.75,
29,Odyssey,1,Agent_4,5,11.75,11.75,
29,Turnip,2,Agent_1,4,14.25,28.00,
29,Soup,2,Agent_2,6,12.25,24.00,
29,Spoons,2,Agent_3,6,12.25,24.00,
29,Odyssey,2,Agent_4,6,12.25,24.00,
29,Turnip,3,Agent_1,5,14.75,42.75,
29,Soup,3,Agent_2,7,12.75,36.75,
29,Spoons,3,Agent_3,7,12.75,36.75,
29,Odyssey,3,Agent_4,7,12.75,36.75,
29,Turnip,4,Agent_1,6,15.25,58.00,
29,Soup,4,Agent_2,8,13.25,50.00,
29,Spoons,4,Agent_3,8,13.25,50.00,
29,Odyssey,4,Agent_4,8,13.25,50.00,
29,Turnip,5,Agent_1,7,15.75,73.75,
29,Soup,5,Agent_2,9,13.75,63.75,
29,Spoons,5,Agent_3,9,13.75,63.75,
29,Odyssey,5,Agent_4,9,13.75,63.75,
29,All,final,All,,,,0.65
30,OldManSons,1,Agent_1,5,12.50,12.50,
30,Peacemaker,1,Agent_2,5,12.50,12.50,
30,Soup,1,Agent_3,5,12.50,12.50,
30,Musketeers,1,Agent_4,5,12.50,12.50,
30,OldManSons,2,Agent_1,5,12.88,25.38,
30,Peacemaker,2,Agent_2,5,12.88,25.38,
30,Soup,2,Agent_3,5,12.88,25.38,
30,Musketeers,2,Agent_4,6,11.88,24.38,
30,OldManSons,3,Agent_1,5,12.88,38.25,
30,Peacemaker,3,Agent_2,5,12.88,38.25,
30,Soup,3,Agent_3,5,12.88,38.25,
30,Musketeers,3,Agent_4,6,11.88,36.25,
30,OldManSons,4,Agent_1,5,12.88,51.12,
30,Peacemaker,4,Agent_2,5,12.88,51.12,
30,Soup,4,Agent_3,5,12.88,51.12,
30,Musketeers,4,Agent_4,6,11.88,48.12,
30,OldManSons,5,Agent_1,5,12.88,64.00,
30,Peacemaker,5,Agent_2,5,12.88,64.00,
30,Soup,5,Agent_3,5,12.88,64.00,
30,Musketeers,5,Agent_4,6,11.88,60.00,
30,All,final,All,,,,0.52
31,Teamwork,1,Agent_1,5,12.50,12.50,
31,OldManSons,1,Agent_2,5,12.50,12.50,
31,Musketeers,1,Agent_3,5,12.50,12.50,
31,Odyssey,1,Agent_4,5,12.50,12.50,
31,Teamwork,2,Agent_1,5,12.88,25.38,
31,OldManSons,2,Agent_2,5,12.88,25.38,
31,Musketeers,2,Agent_3,5,12.88,25.38,
31,Odyssey,2,Agent_4,6,11.88,24.38,
31,Teamwork,3,Agent_1,5,12.12,37.50,
31,OldManSons,3,Agent_2,5,12.12,37.50,
31,Musketeers,3,Agent_3,5,12.12,37.50,
31,Odyssey,3,Agent_4,4,13.12,37.50,
31,Teamwork,4,Agent_1,5,12.50,50.00,
31,OldManSons,4,Agent_2,5,12.50,50.00,
31,Musketeers,4,Agent_3,5,12.50,50.00,
31,Odyssey,4,Agent_4,5,12.50,50.00,
31,Teamwork,5,Agent_1,5,12.50,62.50,
31,OldManSons,5,Agent_2,5,12.50,62.50,
31,Musketeers,5,Agent_3,5,12.50,62.50,
31,Odyssey,5,Agent_4,5,12.50,62.50,
31,All,final,All,,,,0.50
32,OldManSons,1,Agent_1,5,11.75,11.75,
32,Turnip,1,Agent_2,3,13.75,13.75,
32,Peacemaker,1,Agent_3,5,11.75,11.75,
32,Soup,1,Agent_4,5,11.75,11.75,
32,OldManSons,2,Agent_1,5,12.12,23.88,
32,Turnip,2,Agent_2,4,13.12,26.88,
32,Peacemaker,2,Agent_3,5,12.12,23.88,
32,Soup,2,Agent_4,5,12.12,23.88,
32,OldManSons,3,Agent_1,5,12.50,36.38,
32,Turnip,3,Agent_2,5,12.50,39.38,
32,Peacemaker,3,Agent_3,5,12.50,36.38,
32,Soup,3,Agent_4,5,12.50,36.38,
32,OldManSons,4,Agent_1,5,12.88,49.25,
32,Turnip,4,Agent_2,6,11.88,51.25,
32,Peacemaker,4,Agent_3,5,12.88,49.25,
32,Soup,4,Agent_4,5,12.88,49.25,
32,OldManSons,5,Agent_1,5,13.25,62.50,
32,Turnip,5,Agent_2,7,11.25,62.50,
32,Peacemaker,5,Agent_3,5,13.25,62.50,
32,Soup,5,Agent_4,5,13.25,62.50,
32,All,final,All,,,,0.50
33,Musketeers,1,Agent_1,5,12.50,12.50,
33,OldManSons,1,Agent_2,5,12.50,12.50,
33,Odyssey,1,Agent_3,5,12.50,12.50,
33,Peacemaker,1,Agent_4,5,12.50,12.50,
33,Musketeers,2,Agent_1,5,12.50,25.00,
33,OldManSons,2,Agent_2,5,12.50,25.00,
33,Odyssey,2,Agent_3,5,12.50,25.00,
33,Peacemaker,2,Agent_4,5,12.50,25.00,
33,Musketeers,3,Agent_1,5,12.50,37.50,
33,OldManSons,3,Agent_2,5,12.50,37.50,
33,Odyssey,3,Agent_3,5,12.50,37.50,
33,Peacemaker,3,Agent_4,5,12.50,37.50,
33,Musketeers,4,Agent_1,5,12.50,50.00,
33,OldManSons,4,Agent_2,5,12.50,50.00,
33,Odyssey,4,Agent_3,5,12.50,50.00,
33,Peacemaker,4,Agent_4,5,12.50,50.00,
33,Musketeers,5,Agent_1,5,12.50,62.50,
33,OldManSons,5,Agent_2,5,12.50,62.50,
33,Odyssey,5,Agent_3,5,12.50,62.50,
33,Peacemaker,5,Agent_4,5,12.50,62.50,
33,All,final,All,,,,0.50
34,Soup,1,Agent_1,6,12.62,12.62,
34,Spoons,1,Agent_2,7,11.62,11.62,
34,Turnip,1,Agent_3,5,13.62,13.62,
34,Teamwork,1,Agent_4,5,13.62,13.62,
34,Soup,2,Agent_1,6,12.62,25.25,
34,Spoons,2,Agent_2,6,12.62,24.25,
34,Turnip,2,Agent_3,5,13.62,27.25,
34,Teamwork,2,Agent_4,6,12.62,26.25,
34,Soup,3,Agent_1,6,12.62,37.88,
34,Spoons,3,Agent_2,5,13.62,37.88,
34,Turnip,3,Agent_3,5,13.62,40.88,
34,Teamwork,3,Agent_4,7,11.62,37.88,
34,Soup,4,Agent_1,6,12.62,50.50,
34,Spoons,4,Agent_2,4,14.62,52.50,
34,Turnip,4,Agent_3,5,13.62,54.50,
34,Teamwork,4,Agent_4,8,10.62,48.50,
34,Soup,5,Agent_1,6,12.62,63.12,
34,Spoons,5,Agent_2,3,15.62,68.12,
34,Turnip,5,Agent_3,5,13.62,68.12,
34,Teamwork,5,Agent_4,9,9.62,58.12,
34,All,final,All,,,,0.57
35,Spoons,1,Agent_1,5,12.50,12.50,
35,Teamwork,1,Agent_2,5,12.50,12.50,
35,Odyssey,1,Agent_3,5,12.50,12.50,
35,Peacemaker,1,Agent_4,5,12.50,12.50,
35,Spoons,2,Agent_1,6,12.25,24.75,
35,Teamwork,2,Agent_2,5,13.25,25.75,
35,Odyssey,2,Agent_3,6,12.25,24.75,
35,Peacemaker,2,Agent_4,5,13.25,25.75,
35,Spoons,3,Agent_1,7,12.00,36.75,
35,Teamwork,3,Agent_2,5,14.00,39.75,
35,Odyssey,3,Agent_3,7,12.00,36.75,
35,Peacemaker,3,Agent_4,5,14.00,39.75,
35,Spoons,4,Agent_1,7,12.38,49.12,
35,Teamwork,4,Agent_2,5,14.38,54.12,
35,Odyssey,4,Agent_3,8,11.38,48.12,
35,Peacemaker,4,Agent_4,5,14.38,54.12,
35,Spoons,5,Agent_1,8,12.12,61.25,
35,Teamwork,5,Agent_2,5,15.12,69.25,
35,Odyssey,5,Agent_3,9,11.12,59.25,
35,Peacemaker,5,Agent_4,5,15.12,69.25,
35,All,final,All,,,,0.59
36,Musketeers,1,Agent_1,5,12.50,12.50,
36,Peacemaker,1,Agent_2,5,12.50,12.50,
36,Turnip,1,Agent_3,5,12.50,12.50,
36,Teamwork,1,Agent_4,5,12.50,12.50,
36,Musketeers,2,Agent_1,5,12.50,25.00,
36,Peacemaker,2,Agent_2,5,12.50,25.00,
36,Turnip,2,Agent_3,5,12.50,25.00,
36,Teamwork,2,Agent_4,5,12.50,25.00,
36,Musketeers,3,Agent_1,5,12.50,37.50,
36,Peacemaker,3,Agent_2,5,12.50,37.50,
36,Turnip,3,Agent_3,5,12.50,37.50,
36,Teamwork,3,Agent_4,5,12.50,37.50,
36,Musketeers,4,Agent_1,5,12.50,50.00,
36,Peacemaker,4,Agent_2,5,12.50,50.00,
36,Turnip,4,Agent_3,5,12.50,50.00,
36,Teamwork,4,Agent_4,5,12.50,50.00,
36,Musketeers,5,Agent_1,5,12.50,62.50,
36,Peacemaker,5,Agent_2,5,12.50,62.50,
36,Turnip,5,Agent_3,5,12.50,62.50,
36,Teamwork,5,Agent_4,5,12.50,62.50,
36,All,final,All,,,,0.50
37,Turnip,1,Agent_1,5,12.50,12.50,
37,Musketeers,1,Agent_2,5,12.50,12.50,
37,Spoons,1,Agent_3,5,12.50,12.50,
37,Odyssey,1,Agent_4,5,12.50,12.50,
37,Turnip,2,Agent_1,5,12.88,25.38,
37,Musketeers,2,Agent_2,5,12.88,25.38,
37,Spoons,2,Agent_3,5,12.88,25.38,
37,Odyssey,2,Agent_4,6,11.88,24.38,
37,Turnip,3,Agent_1,5,13.25,38.62,
37,Musketeers,3,Agent_2,5,13.25,38.62,
37,Spoons,3,Agent_3,5,13.25,38.62,
37,Odyssey,3,Agent_4,7,11.25,35.62,
37,Turnip,4,Agent_1,5,13.62,52.25,
37,Musketeers,4,Agent_2,5,13.62,52.25,
37,Spoons,4,Agent_3,5,13.62,52.25,
37,Odyssey,4,Agent_4,8,10.62,46.25,
37,Turnip,5,Agent_1,5,14.00,66.25,
37,Musketeers,5,Agent_2,5,14.00,66.25,
37,Spoons,5,Agent_3,5,14.00,66.25,
37,Odyssey,5,Agent_4,9,10.00,56.25,
37,All,final,All,,,,0.55
38,Soup,1,Agent_1,5,12.50,12.50,
38,Spoons,1,Agent_2,5,12.50,12.50,
38,OldManSons,1,Agent_3,5,12.50,12.50,
38,Teamwork,1,Agent_4,5,12.50,12.50,
38,Soup,2,Agent_1,5,12.50,25.00,
38,Spoons,2,Agent_2,5,12.50,25.00,
38,OldManSons,2,Agent_3,5,12.50,25.00,
38,Teamwork,2,Agent_4,5,12.50,25.00,
38,Soup,3,Agent_1,5,12.50,37.50,
38,Spoons,3,Agent_2,5,12.50,37.50,
38,OldManSons,3,Agent_3,5,12.50,37.50,
38,Teamwork,3,Agent_4,5,12.50,37.50,
38,Soup,4,Agent_1,5,12.50,50.00,
38,Spoons,4,Agent_2,5,12.50,50.00,
38,OldManSons,4,Agent_3,5,12.50,50.00,
38,Teamwork,4,Agent_4,5,12.50,50.00,
38,Soup,5,Agent_1,5,12.50,62.50,
38,Spoons,5,Agent_2,5,12.50,62.50,
38,OldManSons,5,Agent_3,5,12.50,62.50,
38,Teamwork,5,Agent_4,5,12.50,62.50,
38,All,final,All,,,,0.50
39,Turnip,1,Agent_1,2,14.38,14.38,
39,Spoons,1,Agent_2,5,11.38,11.38,
39,Soup,1,Agent_3,5,11.38,11.38,
39,Odyssey,1,Agent_4,5,11.38,11.38,
39,Turnip,2,Agent_1,3,13.75,28.12,
39,Spoons,2,Agent_2,5,11.75,23.12,
39,Soup,2,Agent_3,5,11.75,23.12,
39,Odyssey,2,Agent_4,5,11.75,23.12,
39,Turnip,3,Agent_1,4,13.12,41.25,
39,Spoons,3,Agent_2,5,12.12,35.25,
39,Soup,3,Agent_3,5,12.12,35.25,
39,Odyssey,3,Agent_4,5,12.12,35.25,
39,Turnip,4,Agent_1,5,12.50,53.75,
39,Spoons,4,Agent_2,5,12.50,47.75,
39,Soup,4,Agent_3,5,12.50,47.75,
39,Odyssey,4,Agent_4,5,12.50,47.75,
39,Turnip,5,Agent_1,6,11.88,65.62,
39,Spoons,5,Agent_2,5,12.88,60.62,
39,Soup,5,Agent_3,5,12.88,60.62,
39,Odyssey,5,Agent_4,5,12.88,60.62,
39,All,final,All,,,,0.47
40,Turnip,1,Agent_1,5,12.50,12.50,
40,Musketeers,1,Agent_2,5,12.50,12.50,
40,Teamwork,1,Agent_3,5,12.50,12.50,
40,Spoons,1,Agent_4,5,12.50,12.50,
40,Turnip,2,Agent_1,5,12.50,25.00,
40,Musketeers,2,Agent_2,5,12.50,25.00,
40,Teamwork,2,Agent_3,5,12.50,25.00,
40,Spoons,2,Agent_4,5,12.50,25.00,
40,Turnip,3,Agent_1,5,12.50,37.50,
40,Musketeers,3,Agent_2,5,12.50,37.50,
40,Teamwork,3,Agent_3,5,12.50,37.50,
40,Spoons,3,Agent_4,5,12.50,37.50,
40,Turnip,4,Agent_1,5,12.50,50.00,
40,Musketeers,4,Agent_2,5,12.50,50.00,
40,Teamwork,4,Agent_3,5,12.50,50.00,
40,Spoons,4,Agent_4,5,12.50,50.00,
40,Turnip,5,Agent_1,5,12.50,62.50,
40,Musketeers,5,Agent_2,5,12.50,62.50,
40,Teamwork,5,Agent_3,5,12.50,62.50,
40,Spoons,5,Agent_4,5,12.50,62.50,
40,All,final,All,,,,0.50
41,Turnip,1,Agent_1,5,12.50,12.50,
41,Peacemaker,1,Agent_2,5,12.50,12.50,
41,Teamwork,1,Agent_3,5,12.50,12.50,
41,Odyssey,1,Agent_4,5,12.50,12.50,
41,Turnip,2,Agent_1,5,12.88,25.38,
41,Peacemaker,2,Agent_2,5,12.88,25.38,
41,Teamwork,2,Agent_3,5,12.88,25.38,
41,Odyssey,2,Agent_4,6,11.88,24.38,
41,Turnip,3,Agent_1,5,13.25,38.62,
41,Peacemaker,3,Agent_2,5,13.25,38.62,
41,Teamwork,3,Agent_3,5,13.25,38.62,
41,Odyssey,3,Agent_4,7,11.25,35.62,
41,Turnip,4,Agent_1,5,13.62,52.25,
41,Peacemaker,4,Agent_2,5,13.62,52.25,
41,Teamwork,4,Agent_3,5,13.62,52.25,
41,Odyssey,4,Agent_4,8,10.62,46.25,
41,Turnip,5,Agent_1,5,14.00,66.25,
41,Peacemaker,5,Agent_2,5,14.00,66.25,
41,Teamwork,5,Agent_3,5,14.00,66.25,
41,Odyssey,5,Agent_4,9,10.00,56.25,
41,All,final,All,,,,0.55
42,OldManSons,1,Agent_1,5,12.50,12.50,
42,Teamwork,1,Agent_2,5,12.50,12.50,
42,Spoons,1,Agent_3,5,12.50,12.50,
42,Musketeers,1,Agent_4,5,12.50,12.50,
42,OldManSons,2,Agent_1,6,11.88,24.38,
42,Teamwork,2,Agent_2,5,12.88,25.38,
42,Spoons,2,Agent_3,5,12.88,25.38,
42,Musketeers,2,Agent_4,5,12.88,25.38,
42,OldManSons,3,Agent_1,7,11.25,35.62,
42,Teamwork,3,Agent_2,5,13.25,38.62,
42,Spoons,3,Agent_3,5,13.25,38.62,
42,Musketeers,3,Agent_4,5,13.25,38.62,
42,OldManSons,4,Agent_1,8,10.62,46.25,
42,Teamwork,4,Agent_2,5,13.62,52.25,
42,Spoons,4,Agent_3,5,13.62,52.25,
42,Musketeers,4,Agent_4,5,13.62,52.25,
42,OldManSons,5,Agent_1,9,10.00,56.25,
42,Teamwork,5,Agent_2,5,14.00,66.25,
42,Spoons,5,Agent_3,5,14.00,66.25,
42,Musketeers,5,Agent_4,5,14.00,66.25,
42,All,final,All,,,,0.55
43,Musketeers,1,Agent_1,5,11.75,11.75,
43,Odyssey,1,Agent_2,5,11.75,11.75,
43,Soup,1,Agent_3,3,13.75,13.75,
43,OldManSons,1,Agent_4,5,11.75,11.75,
43,Musketeers,2,Agent_1,5,12.12,23.88,
43,Odyssey,2,Agent_2,5,12.12,23.88,
43,Soup,2,Agent_3,4,13.12,26.88,
43,OldManSons,2,Agent_4,5,12.12,23.88,
43,Musketeers,3,Agent_1,5,12.50,36.38,
43,Odyssey,3,Agent_2,5,12.50,36.38,
43,Soup,3,Agent_3,5,12.50,39.38,
43,OldManSons,3,Agent_4,5,12.50,36.38,
43,Musketeers,4,Agent_1,5,12.88,49.25,
43,Odyssey,4,Agent_2,5,12.88,49.25,
43,Soup,4,Agent_3,6,11.88,51.25,
43,OldManSons,4,Agent_4,5,12.88,49.25,
43,Musketeers,5,Agent_1,5,13.25,62.50,
43,Odyssey,5,Agent_2,5,13.25,62.50,
43,Soup,5,Agent_3,7,11.25,62.50,
43,OldManSons,5,Agent_4,5,13.25,62.50,
43,All,final,All,,,,0.50
44,Teamwork,1,Agent_1,5,12.50,12.50,
44,Musketeers,1,Agent_2,5,12.50,12.50,
44,OldManSons,1,Agent_3,5,12.50,12.50,
44,Odyssey,1,Agent_4,5,12.50,12.50,
44,Teamwork,2,Agent_1,5,12.50,25.00,
44,Musketeers,2,Agent_2,5,12.50,25.00,
44,OldManSons,2,Agent_3,5,12.50,25.00,
44,Odyssey,2,Agent_4,5,12.50,25.00,
44,Teamwork,3,Agent_1,5,12.50,37.50,
44,Musketeers,3,Agent_2,5,12.50,37.50,
44,OldManSons,3,Agent_3,5,12.50,37.50,
44,Odyssey,3,Agent_4,5,12.50,37.50,
44,Teamwork,4,Agent_1,5,12.50,50.00,
44,Musketeers,4,Agent_2,5,12.50,50.00,
44,OldManSons,4,Agent_3,5,12.50,50.00,
44,Odyssey,4,Agent_4,5,12.50,50.00,
44,Teamwork,5,Agent_1,5,12.50,62.50,
44,Musketeers,5,Agent_2,5,12.50,62.50,
44,OldManSons,5,Agent_3,5,12.50,62.50,
44,Odyssey,5,Agent_4,5,12.50,62.50,
44,All,final,All,,,,0.50
45,Turnip,1,Agent_1,5,12.88,12.88,
45,Odyssey,1,Agent_2,5,12.88,12.88,
45,Teamwork,1,Agent_3,5,12.88,12.88,
45,Spoons,1,Agent_4,6,11.88,11.88,
45,Turnip,2,Agent_1,6,12.62,25.50,
45,Odyssey,2,Agent_2,6,12.62,25.50,
45,Teamwork,2,Agent_3,5,13.62,26.50,
45,Spoons,2,Agent_4,6,12.62,24.50,
45,Turnip,3,Agent_1,4,13.12,38.62,
45,Odyssey,3,Agent_2,4,13.12,38.62,
45,Teamwork,3,Agent_3,5,12.12,38.62,
45,Spoons,3,Agent_4,6,11.12,35.62,
45,Turnip,4,Agent_1,7,11.62,50.25,
45,Odyssey,4,Agent_2,5,13.62,52.25,
45,Teamwork,4,Agent_3,5,13.62,52.25,
45,Spoons,4,Agent_4,6,12.62,48.25,
45,Turnip,5,Agent_1,5,12.12,62.38,
45,Odyssey,5,Agent_2,3,14.12,66.38,
45,Teamwork,5,Agent_3,5,12.12,64.38,
45,Spoons,5,Agent_4,6,11.12,59.38,
45,All,final,All,,,,0.53
46,Spoons,1,Agent_1,5,12.50,12.50,
46,Peacemaker,1,Agent_2,5,12.50,12.50,
46,OldManSons,1,Agent_3,5,12.50,12.50,
46,Turnip,1,Agent_4,5,12.50,12.50,
46,Spoons,2,Agent_1,5,12.88,25.38,
46,Peacemaker,2,Agent_2,5,12.88,25.38,
46,OldManSons,2,Agent_3,5,12.88,25.38,
46,Turnip,2,Agent_4,6,11.88,24.38,
46,Spoons,3,Agent_1,5,13.25,38.62,
46,Peacemaker,3,Agent_2,5,13.25,38.62,
46,OldManSons,3,Agent_3,5,13.25,38.62,
46,Turnip,3,Agent_4,7,11.25,35.62,
46,Spoons,4,Agent_1,5,13.62,52.25,
46,Peacemaker,4,Agent_2,5,13.62,52.25,
46,OldManSons,4,Agent_3,5,13.62,52.25,
46,Turnip,4,Agent_4,8,10.62,46.25,
46,Spoons,5,Agent_1,5,14.00,66.25,
46,Peacemaker,5,Agent_2,5,14.00,66.25,
46,OldManSons,5,Agent_3,5,14.00,66.25,
46,Turnip,5,Agent_4,9,10.00,56.25,
46,All,final,All,,,,0.55
47,Odyssey,1,Agent_1,5,12.50,12.50,
47,Peacemaker,1,Agent_2,5,12.50,12.50,
47,Spoons,1,Agent_3,5,12.50,12.50,
47,Turnip,1,Agent_4,5,12.50,12.50,
47,Odyssey,2,Agent_1,6,12.25,24.75,
47,Peacemaker,2,Agent_2,5,13.25,25.75,
47,Spoons,2,Agent_3,6,12.25,24.75,
47,Turnip,2,Agent_4,5,13.25,25.75,
47,Odyssey,3,Agent_1,4,13.88,38.62,
47,Peacemaker,3,Agent_2,5,12.88,38.62,
47,Spoons,3,Agent_3,7,10.88,35.62,
47,Turnip,3,Agent_4,5,12.88,38.62,
47,Odyssey,4,Agent_1,5,13.62,52.25,
47,Peacemaker,4,Agent_2,5,13.62,52.25,
47,Spoons,4,Agent_3,8,10.62,46.25,
47,Turnip,4,Agent_4,5,13.62,52.25,
47,Odyssey,5,Agent_1,3,15.25,67.50,
47,Peacemaker,5,Agent_2,5,13.25,65.50,
47,Spoons,5,Agent_3,9,9.25,55.50,
47,Turnip,5,Agent_4,5,13.25,65.50,
47,All,final,All,,,,0.54
48,Turnip,1,Agent_1,5,12.50,12.50,
48,Teamwork,1,Agent_2,5,12.50,12.50,
48,Soup,1,Agent_3,5,12.50,12.50,
48,Spoons,1,Agent_4,5,12.50,12.50,
48,Turnip,2,Agent_1,5,12.88,25.38,
48,Teamwork,2,Agent_2,5,12.88,25.38,
48,Soup,2,Agent_3,5,12.88,25.38,
48,Spoons,2,Agent_4,6,11.88,24.38,
48,Turnip,3,Agent_1,5,13.25,38.62,
48,Teamwork,3,Agent_2,5,13.25,38.62,
48,Soup,3,Agent_3,5,13.25,38.62,
48,Spoons,3,Agent_4,7,11.25,35.62,
48,Turnip,4,Agent_1,5,13.62,52.25,
48,Teamwork,4,Agent_2,5,13.62,52.25,
48,Soup,4,Agent_3,5,13.62,52.25,
48,Spoons,4,Agent_4,8,10.62,46.25,
48,Turnip,5,Agent_1,5,14.00,66.25,
48,Teamwork,5,Agent_2,5,14.00,66.25,
48,Soup,5,Agent_3,5,14.00,66.25,
48,Spoons,5,Agent_4,9,10.00,56.25,
48,All,final,All,,,,0.55
49,Musketeers,1,Agent_1,5,12.50,12.50,
49,Spoons,1,Agent_2,5,12.50,12.50,
49,Teamwork,1,Agent_3,5,12.50,12.50,
49,Odyssey,1,Agent_4,5,12.50,12.50,
49,Musketeers,2,Agent_1,5,12.88,25.38,
49,Spoons,2,Agent_2,5,12.88,25.38,
49,Teamwork,2,Agent_3,5,12.88,25.38,
49,Odyssey,2,Agent_4,6,11.88,24.38,
49,Musketeers,3,Agent_1,5,12.12,37.50,
49,Spoons,3,Agent_2,5,12.12,37.50,
49,Teamwork,3,Agent_3,5,12.12,37.50,
49,Odyssey,3,Agent_4,4,13.12,37.50,
49,Musketeers,4,Agent_1,5,13.25,50.75,
49,Spoons,4,Agent_2,5,13.25,50.75,
49,Teamwork,4,Agent_3,5,13.25,50.75,
49,Odyssey,4,Agent_4,7,11.25,48.75,
49,Musketeers,5,Agent_1,5,11.75,62.50,
49,Spoons,5,Agent_2,5,11.75,62.50,
49,Teamwork,5,Agent_3,5,11.75,62.50,
49,Odyssey,5,Agent_4,3,13.75,62.50,
49,All,final,All,,,,0.50
50,Teamwork,1,Agent_1,5,12.50,12.50,
50,Odyssey,1,Agent_2,5,12.50,12.50,
50,Peacemaker,1,Agent_3,5,12.50,12.50,
50,Spoons,1,Agent_4,5,12.50,12.50,
50,Teamwork,2,Agent_1,5,12.88,25.38,
50,Odyssey,2,Agent_2,6,11.88,24.38,
50,Peacemaker,2,Agent_3,5,12.88,25.38,
50,Spoons,2,Agent_4,5,12.88,25.38,
50,Teamwork,3,Agent_1,5,13.62,39.00,
50,Odyssey,3,Agent_2,7,11.62,36.00,
50,Peacemaker,3,Agent_3,5,13.62,39.00,
50,Spoons,3,Agent_4,6,12.62,38.00,
50,Teamwork,4,Agent_1,5,14.00,53.00,
50,Odyssey,4,Agent_2,8,11.00,47.00,
50,Peacemaker,4,Agent_3,5,14.00,53.00,
50,Spoons,4,Agent_4,6,13.00,51.00,
50,Teamwork,5,Agent_1,5,14.75,67.75,
50,Odyssey,5,Agent_2,9,10.75,57.75,
50,Peacemaker,5,Agent_3,5,14.75,67.75,
50,Spoons,5,Agent_4,7,12.75,63.75,
50,All,final,All,,,,0.57
51,Spoons,1,Agent_1,5,12.50,12.50,
51,Peacemaker,1,Agent_2,5,12.50,12.50,
51,Musketeers,1,Agent_3,5,12.50,12.50,
51,Soup,1,Agent_4,5,12.50,12.50,
51,Spoons,2,Agent_1,5,12.50,25.00,
51,Peacemaker,2,Agent_2,5,12.50,25.00,
51,Musketeers,2,Agent_3,5,12.50,25.00,
51,Soup,2,Agent_4,5,12.50,25.00,
51,Spoons,3,Agent_1,5,12.50,37.50,
51,Peacemaker,3,Agent_2,5,12.50,37.50,
51,Musketeers,3,Agent_3,5,12.50,37.50,
51,Soup,3,Agent_4,5,12.50,37.50,
51,Spoons,4,Agent_1,5,12.50,50.00,
51,Peacemaker,4,Agent_2,5,12.50,50.00,
51,Musketeers,4,Agent_3,5,12.50,50.00,
51,Soup,4,Agent_4,5,12.50,50.00,
51,Spoons,5,Agent_1,5,12.50,62.50,
51,Peacemaker,5,Agent_2,5,12.50,62.50,
