Game,PromptType,Round,AgentName,Contribution,RoundPayoff,CumulativePayoff,CollaborationScore
25,Musketeers,5,Agent_3,5,12.50,63.25,
25,Musketeers,5,Agent_4,5,12.50,63.25,
25,Musketeers,final,All,,,,0.51
26,Musketeers,1,Agent_1,5,11.75,11.75,
26,Musketeers,1,Agent_2,5,11.75,11.75,
26,Musketeers,1,Agent_3,3,13.75,13.75,
26,Musketeers,1,Agent_4,5,11.75,11.75,
26,Musketeers,2,Agent_1,6,11.50,23.25,
26,Musketeers,2,Agent_2,5,12.50,24.25,
26,Musketeers,2,Agent_3,4,13.50,27.25,
26,Musketeers,2,Agent_4,5,12.50,24.25,
26,Musketeers,3,Agent_1,7,11.62,34.88,
26,Musketeers,3,Agent_2,6,12.62,36.88,
26,Musketeers,3,Agent_3,5,13.62,40.88,
26,Musketeers,3,Agent_4,5,13.62,37.88,
26,Musketeers,4,Agent_1,8,11.75,46.62,
26,Musketeers,4,Agent_2,7,12.75,49.62,
26,Musketeers,4,Agent_3,6,13.75,54.62,
26,Musketeers,4,Agent_4,5,14.75,52.62,
26,Musketeers,5,Agent_1,9,11.50,58.12,
26,Musketeers,5,Agent_2,7,13.50,63.12,
26,Musketeers,5,Agent_3,7,13.50,68.12,
26,Musketeers,5,Agent_4,5,15.50,68.12,
26,Musketeers,final,All,,,,0.57
27,Musketeers,1,Agent_1,5,12.50,12.50,
27,Musketeers,1,Agent_2,5,12.50,12.50,
27,Musketeers,1,Agent_3,5,12.50,12.50,
27,Musketeers,1,Agent_4,5,12.50,12.50,
27,Musketeers,2,Agent_1,6,12.25,24.75,
27,Musketeers,2,Agent_2,5,13.25,25.75,
27,Musketeers,2,Agent_3,6,12.25,24.75,
27,Musketeers,2,Agent_4,5,13.25,25.75,
27,Musketeers,3,Agent_1,7,12.00,36.75,
27,Musketeers,3,Agent_2,5,14.00,39.75,
27,Musketeers,3,Agent_3,7,12.00,36.75,
27,Musketeers,3,Agent_4,5,14.00,39.75,
27,Musketeers,4,Agent_1,8,11.75,48.50,
27,Musketeers,4,Agent_2,5,14.75,54.50,
27,Musketeers,4,Agent_3,8,11.75,48.50,
27,Musketeers,4,Agent_4,5,14.75,54.50,
27,Musketeers,5,Agent_1,9,11.50,60.00,
27,Musketeers,5,Agent_2,5,15.50,70.00,
27,Musketeers,5,Agent_3,9,11.50,60.00,
27,Musketeers,5,Agent_4,5,15.50,70.00,
27,Musketeers,final,All,,,,0.60
28,Musketeers,1,Agent_1,5,12.50,12.50,
28,Musketeers,1,Agent_2,5,12.50,12.50,
28,Musketeers,1,Agent_3,5,12.50,12.50,
28,Musketeers,1,Agent_4,5,12.50,12.50,
28,Musketeers,2,Agent_1,5,12.50,25.00,
28,Musketeers,2,Agent_2,5,12.50,25.00,
28,Musketeers,2,Agent_3,5,12.50,25.00,
28,Musketeers,2,Agent_4,5,12.50,25.00,
28,Musketeers,3,Agent_1,5,12.50,37.50,
28,Musketeers,3,Agent_2,5,12.50,37.50,
28,Musketeers,3,Agent_3,5,12.50,37.50,
28,Musketeers,3,Agent_4,5,12.50,37.50,
28,Musketeers,4,Agent_1,5,12.50,50.00,
28,Musketeers,4,Agent_2,5,12.50,50.00,
28,Musketeers,4,Agent_3,5,12.50,50.00,
28,Musketeers,4,Agent_4,5,12.50,50.00,
28,Musketeers,5,Agent_1,5,12.50,62.50,
28,Musketeers,5,Agent_2,5,12.50,62.50,
28,Musketeers,5,Agent_3,5,12.50,62.50,
28,Musketeers,5,Agent_4,5,12.50,62.50,
28,Musketeers,final,All,,,,0.50
29,Musketeers,1,Agent_1,5,12.50,12.50,
29,Musketeers,1,Agent_2,5,12.50,12.50,
29,Musketeers,1,Agent_3,5,12.50,12.50,
29,Musketeers,1,Agent_4,5,12.50,12.50,
29,Musketeers,2,Agent_1,5,12.88,25.38,
29,Musketeers,2,Agent_2,5,12.88,25.38,
29,Musketeers,2,Agent_3,6,11.88,24.38,
29,Musketeers,2,Agent_4,5,12.88,25.38,
29,Musketeers,3,Agent_1,6,12.62,38.00,
29,Musketeers,3,Agent_2,5,13.62,39.00,
29,Musketeers,3,Agent_3,7,11.62,36.00,
29,Musketeers,3,Agent_4,5,13.62,39.00,
29,Musketeers,4,Agent_1,6,13.00,51.00,
29,Musketeers,4,Agent_2,5,14.00,53.00,
29,Musketeers,4,Agent_3,8,11.00,47.00,
29,Musketeers,4,Agent_4,5,14.00,53.00,
29,Musketeers,5,Agent_1,7,12.75,63.75,
29,Musketeers,5,Agent_2,5,14.75,67.75,
29,Musketeers,5,Agent_3,9,10.75,57.75,
29,Musketeers,5,Agent_4,5,14.75,67.75,
29,Musketeers,final,All,,,,0.57
30,Musketeers,1,Agent_1,5,12.50,12.50,
30,Musketeers,1,Agent_2,5,12.50,12.50,
30,Musketeers,1,Agent_3,5,12.50,12.50,
30,Musketeers,1,Agent_4,5,12.50,12.50,
30,Musketeers,2,Agent_1,5,13.25,25.75,
30,Musketeers,2,Agent_2,6,12.25,24.75,
30,Musketeers,2,Agent_3,6,12.25,24.75,
30,Musketeers,2,Agent_4,5,13.25,25.75,
30,Musketeers,3,Agent_1,5,13.25,39.00,
30,Musketeers,3,Agent_2,5,13.25,38.00,
30,Musketeers,3,Agent_3,7,11.25,36.00,
30,Musketeers,3,Agent_4,5,13.25,39.00,
30,Musketeers,4,Agent_1,5,13.25,52.25,
30,Musketeers,4,Agent_2,4,14.25,52.25,
30,Musketeers,4,Agent_3,8,10.25,46.25,
30,Musketeers,4,Agent_4,5,13.25,52.25,
30,Musketeers,5,Agent_1,5,13.25,65.50,
30,Musketeers,5,Agent_2,3,15.25,67.50,
30,Musketeers,5,Agent_3,9,9.25,55.50,
30,Musketeers,5,Agent_4,5,13.25,65.50,
30,Musketeers,final,All,,,,0.54
31,Musketeers,1,Agent_1,3,13.75,13.75,
31,Musketeers,1,Agent_2,5,11.75,11.75,
31,Musketeers,1,Agent_3,5,11.75,11.75,
31,Musketeers,1,Agent_4,5,11.75,11.75,
31,Musketeers,2,Agent_1,4,13.88,27.62,
31,Musketeers,2,Agent_2,6,11.88,23.62,
31,Musketeers,2,Agent_3,6,11.88,23.62,
31,Musketeers,2,Agent_4,5,12.88,24.62,
31,Musketeers,3,Agent_1,5,14.00,41.62,
31,Musketeers,3,Agent_2,7,12.00,35.62,
31,Musketeers,3,Agent_3,7,12.00,35.62,
31,Musketeers,3,Agent_4,5,14.00,38.62,
31,Musketeers,4,Agent_1,6,14.12,55.75,
31,Musketeers,4,Agent_2,8,12.12,47.75,
31,Musketeers,4,Agent_3,8,12.12,47.75,
31,Musketeers,4,Agent_4,5,15.12,53.75,
31,Musketeers,5,Agent_1,7,14.25,70.00,
31,Musketeers,5,Agent_2,9,12.25,60.00,
31,Musketeers,5,Agent_3,9,12.25,60.00,
31,Musketeers,5,Agent_4,5,16.25,70.00,
31,Musketeers,final,All,,,,0.60
32,Musketeers,1,Agent_1,5,12.50,12.50,
32,Musketeers,1,Agent_2,5,12.50,12.50,
32,Musketeers,1,Agent_3,5,12.50,12.50,
32,Musketeers,1,Agent_4,5,12.50,12.50,
32,Musketeers,2,Agent_1,5,12.88,25.38,
32,Musketeers,2,Agent_2,5,12.88,25.38,
32,Musketeers,2,Agent_3,5,12.88,25.38,
32,Musketeers,2,Agent_4,6,11.88,24.38,
32,Musketeers,3,Agent_1,5,13.25,38.62,
32,Musketeers,3,Agent_2,5,13.25,38.62,
32,Musketeers,3,Agent_3,5,13.25,38.62,
32,Musketeers,3,Agent_4,7,11.25,35.62,
32,Musketeers,4,Agent_1,5,13.62,52.25,
32,Musketeers,4,Agent_2,5,13.62,52.25,
32,Musketeers,4,Agent_3,5,13.62,52.25,
32,Musketeers,4,Agent_4,8,10.62,46.25,
32,Musketeers,5,Agent_1,5,14.00,66.25,
32,Musketeers,5,Agent_2,5,14.00,66.25,
32,Musketeers,5,Agent_3,5,14.00,66.25,
32,Musketeers,5,Agent_4,9,10.00,56.25,
32,Musketeers,final,All,,,,0.55
33,Musketeers,1,Agent_1,5,12.50,12.50,
33,Musketeers,1,Agent_2,5,12.50,12.50,
33,Musketeers,1,Agent_3,5,12.50,12.50,
33,Musketeers,1,Agent_4,5,12.50,12.50,
33,Musketeers,2,Agent_1,6,13.00,25.50,
33,Musketeers,2,Agent_2,6,13.00,25.50,
33,Musketeers,2,Agent_3,6,13.00,25.50,
33,Musketeers,2,Agent_4,6,13.00,25.50,
33,Musketeers,3,Agent_1,7,13.50,39.00,
33,Musketeers,3,Agent_2,7,13.50,39.00,
33,Musketeers,3,Agent_3,7,13.50,39.00,
33,Musketeers,3,Agent_4,7,13.50,39.00,
33,Musketeers,4,Agent_1,8,14.00,53.00,
33,Musketeers,4,Agent_2,8,14.00,53.00,
33,Musketeers,4,Agent_3,8,14.00,53.00,
33,Musketeers,4,Agent_4,8,14.00,53.00,
33,Musketeers,5,Agent_1,9,14.50,67.50,
33,Musketeers,5,Agent_2,9,14.50,67.50,
33,Musketeers,5,Agent_3,9,14.50,67.50,
33,Musketeers,5,Agent_4,9,14.50,67.50,
33,Musketeers,final,All,,,,0.70
34,Musketeers,1,Agent_1,5,12.50,12.50,
34,Musketeers,1,Agent_2,5,12.50,12.50,
34,Musketeers,1,Agent_3,5,12.50,12.50,
34,Musketeers,1,Agent_4,5,12.50,12.50,
34,Musketeers,2,Agent_1,5,12.88,25.38,
34,Musketeers,2,Agent_2,5,12.88,25.38,
34,Musketeers,2,Agent_3,6,11.88,24.38,
34,Musketeers,2,Agent_4,5,12.88,25.38,
34,Musketeers,3,Agent_1,5,12.12,37.50,
34,Musketeers,3,Agent_2,5,12.12,37.50,
34,Musketeers,3,Agent_3,4,13.12,37.50,
34,Musketeers,3,Agent_4,5,12.12,37.50,
34,Musketeers,4,Agent_1,5,12.50,50.00,
34,Musketeers,4,Agent_2,5,12.50,50.00,
34,Musketeers,4,Agent_3,5,12.50,50.00,
34,Musketeers,4,Agent_4,5,12.50,50.00,
34,Musketeers,5,Agent_1,5,12.88,62.88,
34,Musketeers,5,Agent_2,5,12.88,62.88,
34,Musketeers,5,Agent_3,6,11.88,61.88,
34,Musketeers,5,Agent_4,5,12.88,62.88,
34,Musketeers,final,All,,,,0.51
35,Musketeers,1,Agent_1,5,12.50,12.50,
35,Musketeers,1,Agent_2,5,12.50,12.50,
35,Musketeers,1,Agent_3,5,12.50,12.50,
35,Musketeers,1,Agent_4,5,12.50,12.50,
35,Musketeers,2,Agent_1,5,13.25,25.75,
35,Musketeers,2,Agent_2,5,13.25,25.75,
35,Musketeers,2,Agent_3,6,12.25,24.75,
35,Musketeers,2,Agent_4,6,12.25,24.75,
35,Musketeers,3,Agent_1,5,12.88,38.62,
35,Musketeers,3,Agent_2,5,12.88,38.62,
35,Musketeers,3,Agent_3,4,13.88,38.62,
35,Musketeers,3,Agent_4,7,10.88,35.62,
35,Musketeers,4,Agent_1,5,14.38,53.00,
35,Musketeers,4,Agent_2,5,14.38,53.00,
35,Musketeers,4,Agent_3,7,12.38,51.00,
35,Musketeers,4,Agent_4,8,11.38,47.00,
35,Musketeers,5,Agent_1,5,14.38,67.38,
35,Musketeers,5,Agent_2,5,14.38,67.38,
35,Musketeers,5,Agent_3,6,13.38,64.38,
35,Musketeers,5,Agent_4,9,10.38,57.38,
35,Musketeers,final,All,,,,0.56
36,Musketeers,1,Agent_1,5,12.50,12.50,
36,Musketeers,1,Agent_2,5,12.50,12.50,
36,Musketeers,1,Agent_3,5,12.50,12.50,
36,Musketeers,1,Agent_4,5,12.50,12.50,
36,Musketeers,2,Agent_1,5,13.62,26.12,
36,Musketeers,2,Agent_2,6,12.62,25.12,
36,Musketeers,2,Agent_3,6,12.62,25.12,
36,Musketeers,2,Agent_4,6,12.62,25.12,
36,Musketeers,3,Agent_1,5,14.75,40.88,
36,Musketeers,3,Agent_2,7,12.75,37.88,
36,Musketeers,3,Agent_3,7,12.75,37.88,
36,Musketeers,3,Agent_4,7,12.75,37.88,
36,Musketeers,4,Agent_1,5,15.88,56.75,
36,Musketeers,4,Agent_2,8,12.88,50.75,
36,Musketeers,4,Agent_3,8,12.88,50.75,
36,Musketeers,4,Agent_4,8,12.88,50.75,
36,Musketeers,5,Agent_1,5,17.00,73.75,
36,Musketeers,5,Agent_2,9,13.00,63.75,
36,Musketeers,5,Agent_3,9,13.00,63.75,
36,Musketeers,5,Agent_4,9,13.00,63.75,
36,Musketeers,final,All,,,,0.65
37,Musketeers,1,Agent_1,5,12.50,12.50,
37,Musketeers,1,Agent_2,5,12.50,12.50,
37,Musketeers,1,Agent_3,5,12.50,12.50,
37,Musketeers,1,Agent_4,5,12.50,12.50,
37,Musketeers,2,Agent_1,5,12.88,25.38,
37,Musketeers,2,Agent_2,5,12.88,25.38,
37,Musketeers,2,Agent_3,6,11.88,24.38,
37,Musketeers,2,Agent_4,5,12.88,25.38,
37,Musketeers,3,Agent_1,5,13.62,39.00,
37,Musketeers,3,Agent_2,5,13.62,39.00,
37,Musketeers,3,Agent_3,7,11.62,36.00,
37,Musketeers,3,Agent_4,6,12.62,38.00,
37,Musketeers,4,Agent_1,5,14.00,53.00,
37,Musketeers,4,Agent_2,5,14.00,53.00,
37,Musketeers,4,Agent_3,8,11.00,47.00,
37,Musketeers,4,Agent_4,6,13.00,51.00,
37,Musketeers,5,Agent_1,5,14.75,67.75,
37,Musketeers,5,Agent_2,5,14.75,67.75,
37,Musketeers,5,Agent_3,9,10.75,57.75,
37,Musketeers,5,Agent_4,7,12.75,63.75,
37,Musketeers,final,All,,,,0.57
38,Musketeers,1,Agent_1,5,12.50,12.50,
38,Musketeers,1,Agent_2,5,12.50,12.50,
38,Musketeers,1,Agent_3,5,12.50,12.50,
38,Musketeers,1,Agent_4,5,12.50,12.50,
38,Musketeers,2,Agent_1,5,12.50,25.00,
38,Musketeers,2,Agent_2,5,12.50,25.00,
38,Musketeers,2,Agent_3,5,12.50,25.00,
38,Musketeers,2,Agent_4,5,12.50,25.00,
38,Musketeers,3,Agent_1,5,12.50,37.50,
38,Musketeers,3,Agent_2,5,12.50,37.50,
38,Musketeers,3,Agent_3,5,12.50,37.50,
38,Musketeers,3,Agent_4,5,12.50,37.50,
38,Musketeers,4,Agent_1,5,12.50,50.00,
38,Musketeers,4,Agent_2,5,12.50,50.00,
38,Musketeers,4,Agent_3,5,12.50,50.00,
38,Musketeers,4,Agent_4,5,12.50,50.00,
38,Musketeers,5,Agent_1,5,12.50,62.50,
38,Musketeers,5,Agent_2,5,12.50,62.50,
38,Musketeers,5,Agent_3,5,12.50,62.50,
38,Musketeers,5,Agent_4,5,12.50,62.50,
38,Musketeers,final,All,,,,0.50
39,Musketeers,1,Agent_1,5,12.50,12.50,
39,Musketeers,1,Agent_2,5,12.50,12.50,
39,Musketeers,1,Agent_3,5,12.50,12.50,
39,Musketeers,1,Agent_4,5,12.50,12.50,
39,Musketeers,2,Agent_1,5,12.88,25.38,
39,Musketeers,2,Agent_2,5,12.88,25.38,
39,Musketeers,2,Agent_3,5,12.88,25.38,
39,Musketeers,2,Agent_4,6,11.88,24.38,
39,Musketeers,3,Agent_1,5,13.25,38.62,
39,Musketeers,3,Agent_2,5,13.25,38.62,
39,Musketeers,3,Agent_3,5,13.25,38.62,
39,Musketeers,3,Agent_4,7,11.25,35.62,
39,Musketeers,4,Agent_1,5,12.50,51.12,
39,Musketeers,4,Agent_2,5,12.50,51.12,
39,Musketeers,4,Agent_3,5,12.50,51.12,
39,Musketeers,4,Agent_4,5,12.50,48.12,
39,Musketeers,5,Agent_1,5,12.88,64.00,
39,Musketeers,5,Agent_2,5,12.88,64.00,
39,Musketeers,5,Agent_3,5,12.88,64.00,
39,Musketeers,5,Agent_4,6,11.88,60.00,
39,Musketeers,final,All,,,,0.52
40,Musketeers,1,Agent_1,5,12.50,12.50,
40,Musketeers,1,Agent_2,5,12.50,12.50,
40,Musketeers,1,Agent_3,5,12.50,12.50,
40,Musketeers,1,Agent_4,5,12.50,12.50,
40,Musketeers,2,Agent_1,5,12.88,25.38,
40,Musketeers,2,Agent_2,5,12.88,25.38,
40,Musketeers,2,Agent_3,5,12.88,25.38,
40,Musketeers,2,Agent_4,6,11.88,24.38,
40,Musketeers,3,Agent_1,5,13.25,38.62,
40,Musketeers,3,Agent_2,5,13.25,38.62,
40,Musketeers,3,Agent_3,5,13.25,38.62,
40,Musketeers,3,Agent_4,7,11.25,35.62,
40,Musketeers,4,Agent_1,5,13.62,52.25,
40,Musketeers,4,Agent_2,5,13.62,52.25,
40,Musketeers,4,Agent_3,5,13.62,52.25,
40,Musketeers,4,Agent_4,8,10.62,46.25,
40,Musketeers,5,Agent_1,5,14.00,66.25,
40,Musketeers,5,Agent_2,5,14.00,66.25,
40,Musketeers,5,Agent_3,5,14.00,66.25,
40,Musketeers,5,Agent_4,9,10.00,56.25,
40,Musketeers,final,All,,,,0.55
41,Musketeers,1,Agent_1,5,12.50,12.50,
41,Musketeers,1,Agent_2,5,12.50,12.50,
41,Musketeers,1,Agent_3,5,12.50,12.50,
41,Musketeers,1,Agent_4,5,12.50,12.50,
41,Musketeers,2,Agent_1,5,12.50,25.00,
41,Musketeers,2,Agent_2,5,12.50,25.00,
41,Musketeers,2,Agent_3,5,12.50,25.00,
41,Musketeers,2,Agent_4,5,12.50,25.00,
41,Musketeers,3,Agent_1,5,12.50,37.50,
41,Musketeers,3,Agent_2,5,12.50,37.50,
41,Musketeers,3,Agent_3,5,12.50,37.50,
41,Musketeers,3,Agent_4,5,12.50,37.50,
41,Musketeers,4,Agent_1,5,12.50,50.00,
41,Musketeers,4,Agent_2,5,12.50,50.00,
41,Musketeers,4,Agent_3,5,12.50,50.00,
41,Musketeers,4,Agent_4,5,12.50,50.00,
41,Musketeers,5,Agent_1,5,12.50,62.50,
41,Musketeers,5,Agent_2,5,12.50,62.50,
41,Musketeers,5,Agent_3,5,12.50,62.50,
41,Musketeers,5,Agent_4,5,12.50,62.50,
41,Musketeers,final,All,,,,0.50
42,Musketeers,1,Agent_1,5,12.50,12.50,
42,Musketeers,1,Agent_2,5,12.50,12.50,
42,Musketeers,1,Agent_3,5,12.50,12.50,
42,Musketeers,1,Agent_4,5,12.50,12.50,
42,Musketeers,2,Agent_1,6,12.25,24.75,
42,Musketeers,2,Agent_2,5,13.25,25.75,
42,Musketeers,2,Agent_3,5,13.25,25.75,
42,Musketeers,2,Agent_4,6,12.25,24.75,
42,Musketeers,3,Agent_1,7,12.38,37.12,
42,Musketeers,3,Agent_2,5,14.38,40.12,
42,Musketeers,3,Agent_3,6,13.38,39.12,
42,Musketeers,3,Agent_4,7,12.38,37.12,
42,Musketeers,4,Agent_1,8,12.12,49.25,
42,Musketeers,4,Agent_2,5,15.12,55.25,
42,Musketeers,4,Agent_3,6,14.12,53.25,
42,Musketeers,4,Agent_4,8,12.12,49.25,
42,Musketeers,5,Agent_1,9,12.25,61.50,
42,Musketeers,5,Agent_2,5,16.25,71.50,
42,Musketeers,5,Agent_3,7,14.25,67.50,
42,Musketeers,5,Agent_4,9,12.25,61.50,
42,Musketeers,final,All,,,,0.62
43,Musketeers,1,Agent_1,5,12.50,12.50,
43,Musketeers,1,Agent_2,5,12.50,12.50,
43,Musketeers,1,Agent_3,5,12.50,12.50,
43,Musketeers,1,Agent_4,5,12.50,12.50,
43,Musketeers,2,Agent_1,5,12.88,25.38,
43,Musketeers,2,Agent_2,5,12.88,25.38,
43,Musketeers,2,Agent_3,5,12.88,25.38,
43,Musketeers,2,Agent_4,6,11.88,24.38,
43,Musketeers,3,Agent_1,5,13.25,38.62,
43,Musketeers,3,Agent_2,5,13.25,38.62,
43,Musketeers,3,Agent_3,5,13.25,38.62,
43,Musketeers,3,Agent_4,7,11.25,35.62,
43,Musketeers,4,Agent_1,5,13.62,52.25,
43,Musketeers,4,Agent_2,5,13.62,52.25,
43,Musketeers,4,Agent_3,5,13.62,52.25,
43,Musketeers,4,Agent_4,8,10.62,46.25,
43,Musketeers,5,Agent_1,5,14.00,66.25,
43,Musketeers,5,Agent_2,5,14.00,66.25,
43,Musketeers,5,Agent_3,5,14.00,66.25,
43,Musketeers,5,Agent_4,9,10.00,56.25,
43,Musketeers,final,All,,,,0.55
44,Musketeers,1,Agent_1,5,12.50,12.50,
44,Musketeers,1,Agent_2,5,12.50,12.50,
44,Musketeers,1,Agent_3,5,12.50,12.50,
44,Musketeers,1,Agent_4,5,12.50,12.50,
44,Musketeers,2,Agent_1,6,12.25,24.75,
44,Musketeers,2,Agent_2,6,12.25,24.75,
44,Musketeers,2,Agent_3,5,13.25,25.75,
44,Musketeers,2,Agent_4,5,13.25,25.75,
44,Musketeers,3,Agent_1,7,10.88,35.62,
44,Musketeers,3,Agent_2,4,13.88,38.62,
44,Musketeers,3,Agent_3,5,12.88,38.62,
44,Musketeers,3,Agent_4,5,12.88,38.62,
44,Musketeers,4,Agent_1,8,10.62,46.25,
44,Musketeers,4,Agent_2,5,13.62,52.25,
44,Musketeers,4,Agent_3,5,13.62,52.25,
44,Musketeers,4,Agent_4,5,13.62,52.25,
44,Musketeers,5,Agent_1,9,9.25,55.50,
44,Musketeers,5,Agent_2,3,15.25,67.50,
44,Musketeers,5,Agent_3,5,13.25,65.50,
44,Musketeers,5,Agent_4,5,13.25,65.50,
44,Musketeers,final,All,,,,0.54
45,Musketeers,1,Agent_1,5,11.75,11.75,
45,Musketeers,1,Agent_2,5,11.75,11.75,
45,Musketeers,1,Agent_3,5,11.75,11.75,
45,Musketeers,1,Agent_4,3,13.75,13.75,
45,Musketeers,2,Agent_1,5,12.50,24.25,
45,Musketeers,2,Agent_2,5,12.50,24.25,
45,Musketeers,2,Agent_3,5,12.50,24.25,
45,Musketeers,2,Agent_4,5,12.50,26.25,
45,Musketeers,3,Agent_1,5,13.62,37.88,
45,Musketeers,3,Agent_2,5,13.62,37.88,
45,Musketeers,3,Agent_3,6,12.62,36.88,
45,Musketeers,3,Agent_4,7,11.62,37.88,
45,Musketeers,4,Agent_1,5,14.00,51.88,
45,Musketeers,4,Agent_2,5,14.00,51.88,
45,Musketeers,4,Agent_3,6,13.00,49.88,
45,Musketeers,4,Agent_4,8,11.00,48.88,
45,Musketeers,5,Agent_1,5,14.75,66.62,
45,Musketeers,5,Agent_2,5,14.75,66.62,
45,Musketeers,5,Agent_3,7,12.75,62.62,
45,Musketeers,5,Agent_4,9,10.75,59.62,
45,Musketeers,final,All,,,,0.56
46,Musketeers,1,Agent_1,5,12.50,12.50,
46,Musketeers,1,Agent_2,5,12.50,12.50,
46,Musketeers,1,Agent_3,5,12.50,12.50,
46,Musketeers,1,Agent_4,5,12.50,12.50,
46,Musketeers,2,Agent_1,6,11.88,24.38,
46,Musketeers,2,Agent_2,5,12.88,25.38,
46,Musketeers,2,Agent_3,5,12.88,25.38,
46,Musketeers,2,Agent_4,5,12.88,25.38,
46,Musketeers,3,Agent_1,7,11.25,35.62,
46,Musketeers,3,Agent_2,5,13.25,38.62,
46,Musketeers,3,Agent_3,5,13.25,38.62,
46,Musketeers,3,Agent_4,5,13.25,38.62,
46,Musketeers,4,Agent_1,8,10.62,46.25,
46,Musketeers,4,Agent_2,5,13.62,52.25,
46,Musketeers,4,Agent_3,5,13.62,52.25,
46,Musketeers,4,Agent_4,5,13.62,52.25,
46,Musketeers,5,Agent_1,9,10.00,56.25,
46,Musketeers,5,Agent_2,5,14.00,66.25,
46,Musketeers,5,Agent_3,5,14.00,66.25,
46,Musketeers,5,Agent_4,5,14.00,66.25,
46,Musketeers,final,All,,,,0.55
47,Musketeers,1,Agent_1,5,12.50,12.50,
47,Musketeers,1,Agent_2,5,12.50,12.50,
47,Musketeers,1,Agent_3,5,12.50,12.50,
47,Musketeers,1,Agent_4,5,12.50,12.50,
47,Musketeers,2,Agent_1,5,12.50,25.00,
47,Musketeers,2,Agent_2,5,12.50,25.00,
47,Musketeers,2,Agent_3,5,12.50,25.00,
47,Musketeers,2,Agent_4,5,12.50,25.00,
47,Musketeers,3,Agent_1,5,12.50,37.50,
47,Musketeers,3,Agent_2,5,12.50,37.50,
47,Musketeers,3,Agent_3,5,12.50,37.50,
47,Musketeers,3,Agent_4,5,12.50,37.50,
47,Musketeers,4,Agent_1,5,12.50,50.00,
47,Musketeers,4,Agent_2,5,12.50,50.00,
47,Musketeers,4,Agent_3,5,12.50,50.00,
47,Musketeers,4,Agent_4,5,12.50,50.00,
47,Musketeers,5,Agent_1,5,12.50,62.50,
47,Musketeers,5,Agent_2,5,12.50,62.50,
47,Musketeers,5,Agent_3,5,12.50,62.50,
47,Musketeers,5,Agent_4,5,12.50,62.50,
47,Musketeers,final,All,,,,0.50
48,Musketeers,1,Agent_1,3,13.75,13.75,
48,Musketeers,1,Agent_2,5,11.75,11.75,
48,Musketeers,1,Agent_3,5,11.75,11.75,
48,Musketeers,1,Agent_4,5,11.75,11.75,
48,Musketeers,2,Agent_1,4,13.50,27.25,
48,Musketeers,2,Agent_2,5,12.50,24.25,
48,Musketeers,2,Agent_3,5,12.50,24.25,
48,Musketeers,2,Agent_4,6,11.50,23.25,
48,Musketeers,3,Agent_1,5,13.62,40.88,
48,Musketeers,3,Agent_2,5,13.62,37.88,
48,Musketeers,3,Agent_3,6,12.62,36.88,
48,Musketeers,3,Agent_4,7,11.62,34.88,
48,Musketeers,4,Agent_1,6,13.38,54.25,
48,Musketeers,4,Agent_2,5,14.38,52.25,
48,Musketeers,4,Agent_3,6,13.38,50.25,
48,Musketeers,4,Agent_4,8,11.38,46.25,
48,Musketeers,5,Agent_1,7,13.50,67.75,
48,Musketeers,5,Agent_2,5,15.50,67.75,
48,Musketeers,5,Agent_3,7,13.50,63.75,
48,Musketeers,5,Agent_4,9,11.50,57.75,
48,Musketeers,final,All,,,,0.57
49,Musketeers,1,Agent_1,5,12.50,12.50,
49,Musketeers,1,Agent_2,5,12.50,12.50,
49,Musketeers,1,Agent_3,5,12.50,12.50,
49,Musketeers,1,Agent_4,5,12.50,12.50,
49,Musketeers,2,Agent_1,6,11.88,24.38,
49,Musketeers,2,Agent_2,5,12.88,25.38,
49,Musketeers,2,Agent_3,5,12.88,25.38,
49,Musketeers,2,Agent_4,5,12.88,25.38,
49,Musketeers,3,Agent_1,7,11.62,36.00,
49,Musketeers,3,Agent_2,6,12.62,38.00,
49,Musketeers,3,Agent_3,5,13.62,39.00,
49,Musketeers,3,Agent_4,5,13.62,39.00,
49,Musketeers,4,Agent_1,8,11.00,47.00,
49,Musketeers,4,Agent_2,6,13.00,51.00,
49,Musketeers,4,Agent_3,5,14.00,53.00,
49,Musketeers,4,Agent_4,5,14.00,53.00,
49,Musketeers,5,Agent_1,9,10.75,57.75,
49,Musketeers,5,Agent_2,7,12.75,63.75,
49,Musketeers,5,Agent_3,5,14.75,67.75,
49,Musketeers,5,Agent_4,5,14.75,67.75,
49,Musketeers,final,All,,,,0.57
50,Musketeers,1,Agent_1,5,12.50,12.50,
50,Musketeers,1,Agent_2,5,12.50,12.50,
50,Musketeers,1,Agent_3,5,12.50,12.50,
50,Musketeers,1,Agent_4,5,12.50,12.50,
50,Musketeers,2,Agent_1,5,12.88,25.38,
50,Musketeers,2,Agent_2,5,12.88,25.38,
50,Musketeers,2,Agent_3,5,12.88,25.38,
50,Musketeers,2,Agent_4,6,11.88,24.38,
50,Musketeers,3,Agent_1,6,12.62,38.00,
50,Musketeers,3,Agent_2,5,13.62,39.00,
50,Musketeers,3,Agent_3,5,13.62,39.00,
50,Musketeers,3,Agent_4,7,11.62,36.00,
50,Musketeers,4,Agent_1,6,12.62,50.62,
50,Musketeers,4,Agent_2,5,13.62,52.62,
50,Musketeers,4,Agent_3,5,13.62,52.62,
50,Musketeers,4,Agent_4,7,11.62,47.62,
50,Musketeers,5,Agent_1,7,12.00,62.62,
